_id,t,o
AGO_TON,0.000,0.890
AGO_TTO,0.000,0.694
AGO_TUN,0.000,0.763
AGO_TUR,0.000,0.987
AGO_TUV,0.000,0.884
AGO_TWN,0.000,n.a.
AGO_TZA,0.000,0.836
AGO_UGA,0.000,1.129
AGO_UKR,0.000,0.832
AGO_URY,0.000,0.981
AGO_USA,0.000,1.662
AGO_UZB,0.000,1.732
AGO_VCT,0.000,0.695
AGO_VEN,0.000,0.869
AGO_VGB,0.000,0.704
AGO_VIR,0.000,0.704
AGO_VNM,0.000,1.380
AGO_VUT,0.000,0.868
AGO_WLF,0.000,n.a.
AGO_WSM,0.000,0.898
AGO_YEM,0.000,0.931
AGO_ZAF,0.000,0.929
AGO_ZMB,0.000,1.310
AGO_ZWE,0.000,1.142
AIA_ABW,0.000,n.a.
AIA_AFG,0.000,n.a.
AIA_AGO,0.000,n.a.
AIA_ALB,0.000,n.a.
AIA_AND,0.000,n.a.
AIA_ANT,0.000,n.a.
AIA_ARE,0.000,n.a.
AIA_ARG,0.000,n.a.
AIA_ARM,0.000,n.a.
AIA_ASM,0.000,n.a.
AIA_ATG,0.000,n.a.
AIA_AUS,0.000,n.a.
AIA_AUT,0.000,n.a.
AIA_AZE,0.000,n.a.
AIA_BDI,0.000,n.a.
AIA_BEL,0.000,n.a.
AIA_BEN,0.000,n.a.
AIA_BFA,0.000,n.a.
AIA_BGD,0.000,n.a.
AIA_BGR,0.000,n.a.
AIA_BHR,0.000,n.a.
AIA_BHS,0.000,n.a.
AIA_BIH,0.000,n.a.
AIA_BLR,0.000,n.a.
AIA_BLZ,0.000,n.a.
AIA_BMU,0.000,n.a.
AIA_BOL,0.000,n.a.
AIA_BRA,0.000,n.a.
AIA_BRB,0.000,n.a.
AIA_BRN,0.000,n.a.
AIA_BTN,0.000,n.a.
AIA_BWA,0.000,n.a.
AIA_CAF,0.000,n.a.
AIA_CAN,0.000,n.a.
AIA_CHE,0.000,n.a.
AIA_CHL,0.000,n.a.
AIA_CHN,0.000,n.a.
AIA_CIV,0.000,n.a.
AIA_CMR,0.000,n.a.
AIA_COD,0.000,n.a.
AIA_COG,0.000,n.a.
AIA_COK,0.000,n.a.
AIA_COL,0.000,n.a.
AIA_COM,0.000,n.a.
AIA_CPV,0.000,n.a.
AIA_CRI,0.000,n.a.
AIA_CUB,0.000,n.a.
AIA_CYM,0.000,n.a.
AIA_CYP,0.000,n.a.
AIA_CZE,0.000,n.a.
AIA_DEU,0.000,n.a.
AIA_DJI,0.000,n.a.
AIA_DMA,0.000,n.a.
AIA_DNK,0.000,n.a.
AIA_DOM,0.000,n.a.
AIA_DZA,0.000,n.a.
AIA_ECU,0.000,n.a.
AIA_EGY,0.000,n.a.
AIA_ERI,0.000,n.a.
AIA_ESP,0.000,n.a.
AIA_EST,0.000,n.a.
AIA_ETH,0.000,n.a.
AIA_FIN,0.000,n.a.
AIA_FJI,0.000,n.a.
AIA_FLK,0.000,n.a.
AIA_FRA,0.000,n.a.
AIA_FRO,0.000,n.a.
AIA_FSM,0.000,n.a.
AIA_GAB,0.000,n.a.
AIA_GBR,0.000,n.a.
AIA_GEO,0.000,n.a.
AIA_GHA,0.000,n.a.
AIA_GIB,0.000,n.a.
AIA_GIN,0.000,n.a.
AIA_GLP,0.000,n.a.
AIA_GMB,0.000,n.a.
AIA_GNB,0.000,n.a.
AIA_GNQ,0.000,n.a.
AIA_GRC,0.000,n.a.
AIA_GRD,0.000,n.a.
AIA_GRL,0.000,n.a.
AIA_GTM,0.000,n.a.
AIA_GUF,0.000,n.a.
AIA_GUM,0.000,n.a.
AIA_GUY,0.000,n.a.
AIA_HKG,0.000,n.a.
AIA_HND,0.000,n.a.
AIA_HRV,0.000,n.a.
AIA_HTI,0.000,n.a.
AIA_HUN,0.000,n.a.
AIA_IDN,0.000,n.a.
AIA_IND,0.000,n.a.
AIA_IRL,0.000,n.a.
AIA_IRN,0.000,n.a.
AIA_IRQ,0.000,n.a.
AIA_ISL,0.000,n.a.
AIA_ISR,0.000,n.a.
AIA_ITA,0.000,n.a.
AIA_JAM,0.000,n.a.
AIA_JOR,0.000,n.a.
AIA_JPN,0.000,n.a.
AIA_KAZ,0.000,n.a.
AIA_KEN,0.000,n.a.
AIA_KGZ,0.000,n.a.
AIA_KHM,0.000,n.a.
AIA_KIR,0.000,n.a.
AIA_KNA,0.000,n.a.
AIA_KOR,0.000,n.a.
AIA_KWT,0.000,n.a.
AIA_LAO,0.000,n.a.
AIA_LBN,0.000,n.a.
AIA_LBR,0.000,n.a.
AIA_LBY,0.000,n.a.
AIA_LCA,0.000,n.a.
AIA_LIE,0.000,n.a.
AIA_LKA,0.000,n.a.
AIA_LSO,0.000,n.a.
AIA_LTU,0.000,n.a.
AIA_LUX,0.000,n.a.
AIA_LVA,0.000,n.a.
AIA_MAC,0.000,n.a.
AIA_MAR,0.000,n.a.
AIA_MCO,0.000,n.a.
AIA_MDA,0.000,n.a.
AIA_MDG,0.000,n.a.
AIA_MDV,0.000,n.a.
AIA_MEX,0.000,n.a.
AIA_MHL,0.000,n.a.
AIA_MKD,0.000,n.a.
AIA_MLI,0.000,n.a.
AIA_MLT,0.000,n.a.
AIA_MMR,0.000,n.a.
AIA_MNE,0.000,n.a.
AIA_MNG,0.000,n.a.
AIA_MNP,0.000,n.a.
AIA_MOZ,0.000,n.a.
AIA_MRT,0.000,n.a.
AIA_MSR,0.000,n.a.
AIA_MTQ,0.000,n.a.
AIA_MUS,0.000,n.a.
AIA_MWI,0.000,n.a.
AIA_MYS,0.000,n.a.
AIA_MYT,0.000,n.a.
AIA_NAM,0.000,n.a.
AIA_NCL,0.000,n.a.
AIA_NER,0.000,n.a.
AIA_NFK,0.000,n.a.
AIA_NGA,0.000,n.a.
AIA_NIC,0.000,n.a.
AIA_NIU,0.000,n.a.
AIA_NLD,0.000,n.a.
AIA_NOR,0.000,n.a.
AIA_NPL,0.000,n.a.
AIA_NRU,0.000,n.a.
AIA_NZL,0.000,n.a.
AIA_OMN,0.000,n.a.
AIA_PAK,0.000,n.a.
AIA_PAN,0.000,n.a.
AIA_PER,0.000,n.a.
AIA_PHL,0.000,n.a.
AIA_PLW,0.000,n.a.
AIA_PNG,0.000,n.a.
AIA_POL,0.000,n.a.
AIA_PRI,0.000,n.a.
AIA_PRK,0.000,n.a.
AIA_PRT,0.000,n.a.
AIA_PRY,0.000,n.a.
AIA_PSE,0.000,n.a.
AIA_PYF,0.000,n.a.
AIA_QAT,0.000,n.a.
AIA_REU,0.000,n.a.
AIA_ROU,0.000,n.a.
AIA_RUS,0.000,n.a.
AIA_RWA,0.000,n.a.
AIA_SAU,0.000,n.a.
AIA_SDN,0.000,n.a.
AIA_SEN,0.000,n.a.
AIA_SGP,0.000,n.a.
AIA_SHN,0.000,n.a.
AIA_SLB,0.000,n.a.
AIA_SLE,0.000,n.a.
AIA_SLV,0.000,n.a.
AIA_SMR,0.000,n.a.
AIA_SOM,0.000,n.a.
AIA_SPM,0.000,n.a.
AIA_SRB,0.000,n.a.
AIA_STP,0.000,n.a.
AIA_SUR,0.000,n.a.
AIA_SVK,0.000,n.a.
AIA_SVN,0.000,n.a.
AIA_SWE,0.000,n.a.
AIA_SWZ,0.000,n.a.
AIA_SYC,0.000,n.a.
AIA_SYR,0.000,n.a.
AIA_TCA,0.000,n.a.
AIA_TCD,0.000,n.a.
AIA_TGO,0.000,n.a.
AIA_THA,0.000,n.a.
AIA_TJK,0.000,n.a.
AIA_TKL,0.000,n.a.
AIA_TKM,0.000,n.a.
AIA_TLS,0.000,n.a.
AIA_TON,0.000,n.a.
AIA_TTO,0.000,n.a.
AIA_TUN,0.000,n.a.
AIA_TUR,0.000,n.a.
AIA_TUV,0.000,n.a.
AIA_TWN,0.000,n.a.
AIA_TZA,0.000,n.a.
AIA_UGA,0.000,n.a.
AIA_UKR,0.000,n.a.
AIA_URY,0.000,n.a.
AIA_USA,0.000,n.a.
AIA_UZB,0.000,n.a.
AIA_VCT,0.000,n.a.
AIA_VEN,0.000,n.a.
AIA_VGB,0.000,n.a.
AIA_VIR,0.000,n.a.
AIA_VNM,0.000,n.a.
AIA_VUT,0.000,n.a.
AIA_WLF,0.000,n.a.
AIA_WSM,0.000,n.a.
AIA_YEM,0.000,n.a.
AIA_ZAF,0.000,n.a.
AIA_ZMB,0.000,n.a.
AIA_ZWE,0.000,n.a.
ALB_ABW,0.000,0.301
ALB_AFG,0.000,0.857
ALB_AGO,0.000,0.822
ALB_AIA,0.000,n.a.
ALB_AND,0.000,0.325
ALB_ANT,0.000,n.a.
ALB_ARE,0.000,0.386
ALB_ARG,0.000,1.105
ALB_ARM,0.000,0.484
ALB_ASM,0.000,0.488
ALB_ATG,0.000,0.283
ALB_AUS,0.000,0.778
ALB_AUT,0.000,0.363
ALB_AZE,0.000,0.635
ALB_BDI,0.000,0.759
ALB_BEL,0.000,0.296
ALB_BEN,0.000,0.362
ALB_BFA,0.000,0.682
ALB_BGD,0.000,0.712
ALB_BGR,0.000,0.378
ALB_BHR,0.000,0.274
ALB_BHS,0.000,0.304
ALB_BIH,0.000,0.254
ALB_BLR,0.000,0.500
ALB_BLZ,0.000,0.372
ALB_BMU,0.000,0.278
ALB_BOL,0.000,1.372
ALB_BRA,0.000,0.861
ALB_BRB,0.000,0.283
ALB_BRN,0.000,0.362
ALB_BTN,0.000,0.712
ALB_BWA,0.000,0.731
ALB_CAF,0.000,0.815
ALB_CAN,0.000,0.790
ALB_CHE,0.000,0.398
ALB_CHL,0.000,0.546
ALB_CHN,0.000,1.039
ALB_CIV,0.000,0.430
ALB_CMR,0.000,0.472
ALB_COD,0.000,0.423
ALB_COG,0.000,0.531
ALB_COK,0.000,n.a.
ALB_COL,0.000,0.728
ALB_COM,0.000,0.283
ALB_CPV,0.000,0.232
ALB_CRI,0.000,0.408
ALB_CUB,0.000,0.368
ALB_CYM,0.000,0.315
ALB_CYP,0.000,0.188
ALB_CZE,0.000,0.511
ALB_DEU,0.000,0.439
ALB_DJI,0.000,0.332
ALB_DMA,0.000,0.284
ALB_DNK,0.000,0.276
ALB_DOM,0.000,0.328
ALB_DZA,0.000,0.423
ALB_ECU,0.000,0.528
ALB_EGY,0.000,0.325
ALB_ERI,0.000,0.461
ALB_ESP,0.000,0.490
ALB_EST,0.000,0.296
ALB_ETH,0.000,0.603
ALB_FIN,0.000,0.329
ALB_FJI,0.000,0.485
ALB_FLK,0.000,n.a.
ALB_FRA,0.000,0.513
ALB_FRO,0.000,0.244
ALB_FSM,0.000,0.410
ALB_GAB,0.000,0.372
ALB_GBR,0.000,0.322
ALB_GEO,0.000,0.378
ALB_GHA,0.000,0.351
ALB_GIB,0.000,0.185
ALB_GIN,0.000,0.315
ALB_GLP,0.000,n.a.
ALB_GMB,0.000,0.238
ALB_GNB,0.000,0.277
ALB_GNQ,0.000,0.321
ALB_GRC,0.000,0.223
ALB_GRD,0.000,0.286
ALB_GRL,0.000,0.327
ALB_GTM,0.000,0.469
ALB_GUF,0.000,n.a.
ALB_GUM,0.000,0.409
ALB_GUY,0.000,0.363
ALB_HKG,0.000,0.380
ALB_HND,0.000,0.473
ALB_HRV,0.000,0.284
ALB_HTI,0.000,0.321
ALB_HUN,0.000,0.399
ALB_IDN,0.000,0.448
ALB_IND,0.000,0.836
ALB_IRL,0.000,0.268
ALB_IRN,0.000,0.895
ALB_IRQ,0.000,0.575
ALB_ISL,0.000,0.312
ALB_ISR,0.000,0.207
ALB_ITA,0.000,0.240
ALB_JAM,0.000,0.330
ALB_JOR,0.000,0.338
ALB_JPN,0.000,0.625
ALB_KAZ,0.000,1.349
ALB_KEN,0.000,0.529
ALB_KGZ,0.000,1.422
ALB_KHM,0.000,0.455
ALB_KIR,0.000,0.465
ALB_KNA,0.000,0.285
ALB_KOR,0.000,0.608
ALB_KWT,0.000,0.331
ALB_LAO,0.000,0.649
ALB_LBN,0.000,0.207
ALB_LBR,0.000,0.531
ALB_LBY,0.000,0.308
ALB_LCA,0.000,0.284
ALB_LIE,0.000,0.391
ALB_LKA,0.000,0.353
ALB_LSO,0.000,0.545
ALB_LTU,0.000,0.295
ALB_LUX,0.000,0.337
ALB_LVA,0.000,0.353
ALB_MAC,0.000,0.379
ALB_MAR,0.000,0.352
ALB_MCO,0.000,0.170
ALB_MDA,0.000,0.374
ALB_MDG,0.000,0.474
ALB_MDV,0.000,0.270
ALB_MEX,0.000,0.653
ALB_MHL,0.000,0.452
ALB_MKD,0.000,0.284
ALB_MLI,0.000,0.639
ALB_MLT,0.000,0.156
ALB_MMR,0.000,0.867
ALB_MNE,0.000,0.177
ALB_MNG,0.000,1.478
ALB_MNP,0.000,0.412
ALB_MOZ,0.000,0.444
ALB_MRT,0.000,0.488
ALB_MSR,0.000,n.a.
ALB_MTQ,0.000,n.a.
ALB_MUS,0.000,0.301
ALB_MWI,0.000,0.893
ALB_MYS,0.000,0.415
ALB_MYT,0.000,n.a.
ALB_NAM,0.000,0.541
ALB_NCL,0.000,0.516
ALB_NER,0.000,0.731
ALB_NFK,0.000,n.a.
ALB_NGA,0.000,0.607
ALB_NIC,0.000,0.540
ALB_NIU,0.000,n.a.
ALB_NLD,0.000,0.309
ALB_NOR,0.000,0.334
ALB_NPL,0.000,0.940
ALB_NRU,0.000,0.449
ALB_NZL,0.000,0.752
ALB_OMN,0.000,0.666
ALB_PAK,0.000,0.852
ALB_PAN,0.000,0.382
ALB_PER,0.000,0.787
ALB_PHL,0.000,0.521
ALB_PLW,0.000,0.389
ALB_PNG,0.000,0.491
ALB_POL,0.000,0.477
ALB_PRI,0.000,0.288
ALB_PRK,0.000,0.661
ALB_PRT,0.000,0.244
ALB_PRY,0.000,0.908
ALB_PSE,0.000,0.172
ALB_PYF,0.000,0.465
ALB_QAT,0.000,0.287
ALB_REU,0.000,n.a.
ALB_ROU,0.000,0.313
ALB_RUS,0.000,0.852
ALB_RWA,0.000,0.746
ALB_SAU,0.000,0.635
ALB_SDN,0.000,0.686
ALB_SEN,0.000,0.296
ALB_SGP,0.000,0.326
ALB_SHN,0.000,n.a.
ALB_SLB,0.000,0.453
ALB_SLE,0.000,0.356
ALB_SLV,0.000,0.377
ALB_SMR,0.000,0.286
ALB_SOM,0.000,0.517
ALB_SPM,0.000,n.a.
ALB_SRB,0.000,0.336
ALB_STP,0.000,0.294
ALB_SUR,0.000,0.337
ALB_SVK,0.000,0.371
ALB_SVN,0.000,0.212
ALB_SWE,0.000,0.477
ALB_SWZ,0.000,0.438
ALB_SYC,0.000,0.264
ALB_SYR,0.000,0.308
ALB_TCA,0.000,0.298
ALB_TCD,0.000,0.916
ALB_TGO,0.000,0.318
ALB_THA,0.000,0.444
ALB_TJK,0.000,1.039
ALB_TKL,0.000,n.a.
ALB_TKM,0.000,1.010
ALB_TLS,0.000,0.454
ALB_TON,0.000,0.485
ALB_TTO,0.000,0.288
ALB_TUN,0.000,0.222
ALB_TUR,0.000,0.423
ALB_TUV,0.000,0.470
ALB_TWN,0.000,n.a.
ALB_TZA,0.000,0.434
ALB_UGA,0.000,0.719
ALB_UKR,0.000,0.266
ALB_URY,0.000,0.687
ALB_USA,0.000,1.240
ALB_UZB,0.000,1.243
ALB_VCT,0.000,0.286
ALB_VEN,0.000,0.462
ALB_VGB,0.000,0.287
ALB_VIR,0.000,0.287
ALB_VNM,0.000,0.936
ALB_VUT,0.000,0.459
ALB_WLF,0.000,n.a.
ALB_WSM,0.000,0.485
ALB_YEM,0.000,0.416
ALB_ZAF,0.000,0.639
ALB_ZMB,0.000,1.006
ALB_ZWE,0.000,0.837
AND_ABW,0.000,0.329
AND_AFG,0.000,0.918
AND_AGO,0.000,0.851
AND_AIA,0.000,n.a.
AND_ALB,0.000,0.325
AND_ANT,0.000,n.a.
AND_ARE,0.000,0.447
AND_ARG,0.000,1.134
AND_ARM,0.000,0.557
AND_ASM,0.000,0.529
AND_ATG,0.000,0.312
AND_AUS,0.000,0.845
AND_AUT,0.000,0.433
AND_AZE,0.000,0.708
AND_BDI,0.000,0.820
AND_BEL,0.000,0.325
AND_BEN,0.000,0.391
AND_BFA,0.000,0.711
AND_BGD,0.000,0.773
AND_BGR,0.000,0.444
AND_BHR,0.000,0.336
AND_BHS,0.000,0.333
AND_BIH,0.000,0.325
AND_BLR,0.000,0.529
AND_BLZ,0.000,0.401
AND_BMU,0.000,0.307
AND_BOL,0.000,1.400
AND_BRA,0.000,0.890
AND_BRB,0.000,0.311
AND_BRN,0.000,0.424
AND_BTN,0.000,0.774
AND_BWA,0.000,0.792
AND_CAF,0.000,0.844
AND_CAN,0.000,0.819
AND_CHE,0.000,0.724
AND_CHL,0.000,0.575
AND_CHN,0.000,1.100
AND_CIV,0.000,0.459
AND_CMR,0.000,0.501
AND_COD,0.000,0.452
AND_COG,0.000,0.560
AND_COK,0.000,n.a.
AND_COL,0.000,0.757
AND_COM,0.000,0.345
AND_CPV,0.000,0.261
AND_CRI,0.000,0.437
AND_CUB,0.000,0.397
AND_CYM,0.000,0.344
AND_CYP,0.000,0.251
AND_CZE,0.000,0.540
AND_DEU,0.000,0.468
AND_DJI,0.000,0.393
AND_DMA,0.000,0.313
AND_DNK,0.000,0.304
AND_DOM,0.000,0.357
AND_DZA,0.000,0.456
AND_ECU,0.000,0.557
AND_EGY,0.000,0.386
AND_ERI,0.000,0.522
AND_ESP,0.000,0.518
AND_EST,0.000,0.325
AND_ETH,0.000,0.664
AND_FIN,0.000,0.358
AND_FJI,0.000,0.547
AND_FLK,0.000,n.a.
AND_FRA,0.000,0.536
AND_FRO,0.000,0.273
AND_FSM,0.000,0.471
AND_GAB,0.000,0.401
AND_GBR,0.000,0.351
AND_GEO,0.000,0.447
AND_GHA,0.000,0.379
AND_GIB,0.000,0.214
AND_GIN,0.000,0.344
AND_GLP,0.000,n.a.
AND_GMB,0.000,0.267
AND_GNB,0.000,0.306
AND_GNQ,0.000,0.349
AND_GRC,0.000,0.286
AND_GRD,0.000,0.315
AND_GRL,0.000,0.359
AND_GTM,0.000,0.498
AND_GUF,0.000,n.a.
AND_GUM,0.000,0.470
AND_GUY,0.000,0.392
AND_HKG,0.000,0.441
AND_HND,0.000,0.501
AND_HRV,0.000,0.355
AND_HTI,0.000,0.350
AND_HUN,0.000,0.470
AND_IDN,0.000,0.509
AND_IND,0.000,0.897
AND_IRL,0.000,0.297
AND_IRN,0.000,0.956
AND_IRQ,0.000,0.637
AND_ISL,0.000,0.342
AND_ISR,0.000,0.270
AND_ITA,0.000,0.280
AND_JAM,0.000,0.359
AND_JOR,0.000,0.399
AND_JPN,0.000,0.687
AND_KAZ,0.000,1.422
AND_KEN,0.000,0.590
AND_KGZ,0.000,1.483
AND_KHM,0.000,0.516
AND_KIR,0.000,0.494
AND_KNA,0.000,0.314
AND_KOR,0.000,0.670
AND_KWT,0.000,0.392
AND_LAO,0.000,0.710
AND_LBN,0.000,0.270
AND_LBR,0.000,0.559
AND_LBY,0.000,0.363
AND_LCA,0.000,0.313
AND_LIE,0.000,0.807
AND_LKA,0.000,0.414
AND_LSO,0.000,0.607
AND_LTU,0.000,0.324
AND_LUX,0.000,0.366
AND_LVA,0.000,0.382
AND_MAC,0.000,0.441
AND_MAR,0.000,0.381
AND_MCO,0.000,0.199
AND_MDA,0.000,0.441
AND_MDG,0.000,0.535
AND_MDV,0.000,0.332
AND_MEX,0.000,0.682
AND_MHL,0.000,0.514
AND_MKD,0.000,0.355
AND_MLI,0.000,0.668
AND_MLT,0.000,0.211
AND_MMR,0.000,0.929
AND_MNE,0.000,0.249
AND_MNG,0.000,1.539
AND_MNP,0.000,0.473
AND_MOZ,0.000,0.505
AND_MRT,0.000,0.517
AND_MSR,0.000,n.a.
AND_MTQ,0.000,n.a.
AND_MUS,0.000,0.362
AND_MWI,0.000,0.954
AND_MYS,0.000,0.477
AND_MYT,0.000,n.a.
AND_NAM,0.000,0.569
AND_NCL,0.000,0.577
AND_NER,0.000,0.760
AND_NFK,0.000,n.a.
AND_NGA,0.000,0.636
AND_NIC,0.000,0.569
AND_NIU,0.000,n.a.
AND_NLD,0.000,0.338
AND_NOR,0.000,0.362
AND_NPL,0.000,1.002
AND_NRU,0.000,0.510
AND_NZL,0.000,0.813
AND_OMN,0.000,0.727
AND_PAK,0.000,0.914
AND_PAN,0.000,0.411
AND_PER,0.000,0.816
AND_PHL,0.000,0.583
AND_PLW,0.000,0.450
AND_PNG,0.000,0.553
AND_POL,0.000,0.506
AND_PRI,0.000,0.317
AND_PRK,0.000,0.722
AND_PRT,0.000,0.273
AND_PRY,0.000,0.937
AND_PSE,0.000,0.234
AND_PYF,0.000,0.494
AND_QAT,0.000,0.349
AND_REU,0.000,n.a.
AND_ROU,0.000,0.380
AND_RUS,0.000,0.925
AND_RWA,0.000,0.808
AND_SAU,0.000,0.697
AND_SDN,0.000,0.747
AND_SEN,0.000,0.324
AND_SGP,0.000,0.387
AND_SHN,0.000,n.a.
AND_SLB,0.000,0.514
AND_SLE,0.000,0.385
AND_SLV,0.000,0.406
AND_SMR,0.000,0.326
AND_SOM,0.000,0.579
AND_SPM,0.000,n.a.
AND_SRB,0.000,0.407
AND_STP,0.000,0.323
AND_SUR,0.000,0.366
AND_SVK,0.000,0.442
AND_SVN,0.000,0.282
AND_SWE,0.000,0.506
AND_SWZ,0.000,0.500
AND_SYC,0.000,0.325
AND_SYR,0.000,0.371
AND_TCA,0.000,0.326
AND_TCD,0.000,0.945
AND_TGO,0.000,0.347
AND_THA,0.000,0.506
AND_TJK,0.000,1.101
AND_TKL,0.000,n.a.
AND_TKM,0.000,1.071
AND_TLS,0.000,0.516
AND_TON,0.000,0.536
AND_TTO,0.000,0.317
AND_TUN,0.000,0.268
AND_TUR,0.000,0.490
AND_TUV,0.000,0.531
AND_TWN,0.000,n.a.
AND_TZA,0.000,0.496
AND_UGA,0.000,0.780
AND_UKR,0.000,0.335
AND_URY,0.000,0.716
AND_USA,0.000,1.269
AND_UZB,0.000,1.305
AND_VCT,0.000,0.315
AND_VEN,0.000,0.491
AND_VGB,0.000,0.316
AND_VIR,0.000,0.316
AND_VNM,0.000,0.998
AND_VUT,0.000,0.521
AND_WLF,0.000,n.a.
AND_WSM,0.000,0.530
AND_YEM,0.000,0.477
AND_ZAF,0.000,0.700
AND_ZMB,0.000,1.067
AND_ZWE,0.000,0.899
ANT_ABW,0.000,n.a.
ANT_AFG,0.000,n.a.
ANT_AGO,0.000,n.a.
ANT_AIA,0.000,n.a.
ANT_ALB,0.000,n.a.
ANT_AND,0.000,n.a.
ANT_ARE,0.000,n.a.
ANT_ARG,0.000,n.a.
ANT_ARM,0.000,n.a.
ANT_ASM,0.000,n.a.
ANT_ATG,0.000,n.a.
ANT_AUS,0.000,n.a.
ANT_AUT,0.000,n.a.
ANT_AZE,0.000,n.a.
ANT_BDI,0.000,n.a.
ANT_BEL,0.000,n.a.
ANT_BEN,0.000,n.a.
ANT_BFA,0.000,n.a.
ANT_BGD,0.000,n.a.
ANT_BGR,0.000,n.a.
ANT_BHR,0.000,n.a.
ANT_BHS,0.000,n.a.
ANT_BIH,0.000,n.a.
ANT_BLR,0.000,n.a.
ANT_BLZ,0.000,n.a.
ANT_BMU,0.000,n.a.
ANT_BOL,0.000,n.a.
ANT_BRA,0.000,n.a.
ANT_BRB,0.000,n.a.
ANT_BRN,0.000,n.a.
ANT_BTN,0.000,n.a.
ANT_BWA,0.000,n.a.
ANT_CAF,0.000,n.a.
ANT_CAN,0.000,n.a.
ANT_CHE,0.000,n.a.
ANT_CHL,0.000,n.a.
ANT_CHN,0.000,n.a.
ANT_CIV,0.000,n.a.
ANT_CMR,0.000,n.a.
ANT_COD,0.000,n.a.
ANT_COG,0.000,n.a.
ANT_COK,0.000,n.a.
ANT_COL,0.000,n.a.
ANT_COM,0.000,n.a.
ANT_CPV,0.000,n.a.
ANT_CRI,0.000,n.a.
ANT_CUB,0.000,n.a.
ANT_CYM,0.000,n.a.
ANT_CYP,0.000,n.a.
ANT_CZE,0.000,n.a.
ANT_DEU,0.000,n.a.
ANT_DJI,0.000,n.a.
ANT_DMA,0.000,n.a.
ANT_DNK,0.000,n.a.
ANT_DOM,0.000,n.a.
ANT_DZA,0.000,n.a.
ANT_ECU,0.000,n.a.
ANT_EGY,0.000,n.a.
ANT_ERI,0.000,n.a.
ANT_ESP,0.000,n.a.
ANT_EST,0.000,n.a.
ANT_ETH,0.000,n.a.
ANT_FIN,0.000,n.a.
ANT_FJI,0.000,n.a.
ANT_FLK,0.000,n.a.
ANT_FRA,0.000,n.a.
ANT_FRO,0.000,n.a.
ANT_FSM,0.000,n.a.
ANT_GAB,0.000,n.a.
ANT_GBR,0.000,n.a.
ANT_GEO,0.000,n.a.
ANT_GHA,0.000,n.a.
ANT_GIB,0.000,n.a.
ANT_GIN,0.000,n.a.
ANT_GLP,0.000,n.a.
ANT_GMB,0.000,n.a.
ANT_GNB,0.000,n.a.
ANT_GNQ,0.000,n.a.
ANT_GRC,0.000,n.a.
ANT_GRD,0.000,n.a.
ANT_GRL,0.000,n.a.
ANT_GTM,0.000,n.a.
ANT_GUF,0.000,n.a.
ANT_GUM,0.000,n.a.
ANT_GUY,0.000,n.a.
ANT_HKG,0.000,n.a.
ANT_HND,0.000,n.a.
ANT_HRV,0.000,n.a.
ANT_HTI,0.000,n.a.
ANT_HUN,0.000,n.a.
ANT_IDN,0.000,n.a.
ANT_IND,0.000,n.a.
ANT_IRL,0.000,n.a.
ANT_IRN,0.000,n.a.
ANT_IRQ,0.000,n.a.
ANT_ISL,0.000,n.a.
ANT_ISR,0.000,n.a.
ANT_ITA,0.000,n.a.
ANT_JAM,0.000,n.a.
ANT_JOR,0.000,n.a.
ANT_JPN,0.000,n.a.
ANT_KAZ,0.000,n.a.
ANT_KEN,0.000,n.a.
ANT_KGZ,0.000,n.a.
ANT_KHM,0.000,n.a.
ANT_KIR,0.000,n.a.
ANT_KNA,0.000,n.a.
ANT_KOR,0.000,n.a.
ANT_KWT,0.000,n.a.
ANT_LAO,0.000,n.a.
ANT_LBN,0.000,n.a.
ANT_LBR,0.000,n.a.
ANT_LBY,0.000,n.a.
ANT_LCA,0.000,n.a.
ANT_LIE,0.000,n.a.
ANT_LKA,0.000,n.a.
ANT_LSO,0.000,n.a.
ANT_LTU,0.000,n.a.
ANT_LUX,0.000,n.a.
ANT_LVA,0.000,n.a.
ANT_MAC,0.000,n.a.
ANT_MAR,0.000,n.a.
ANT_MCO,0.000,n.a.
ANT_MDA,0.000,n.a.
ANT_MDG,0.000,n.a.
ANT_MDV,0.000,n.a.
ANT_MEX,0.000,n.a.
ANT_MHL,0.000,n.a.
ANT_MKD,0.000,n.a.
ANT_MLI,0.000,n.a.
ANT_MLT,0.000,n.a.
ANT_MMR,0.000,n.a.
ANT_MNE,0.000,n.a.
ANT_MNG,0.000,n.a.
ANT_MNP,0.000,n.a.
ANT_MOZ,0.000,n.a.
ANT_MRT,0.000,n.a.
ANT_MSR,0.000,n.a.
ANT_MTQ,0.000,n.a.
ANT_MUS,0.000,n.a.
ANT_MWI,0.000,n.a.
ANT_MYS,0.000,n.a.
ANT_MYT,0.000,n.a.
ANT_NAM,0.000,n.a.
ANT_NCL,0.000,n.a.
ANT_NER,0.000,n.a.
ANT_NFK,0.000,n.a.
ANT_NGA,0.000,n.a.
ANT_NIC,0.000,n.a.
ANT_NIU,0.000,n.a.
ANT_NLD,0.000,n.a.
ANT_NOR,0.000,n.a.
ANT_NPL,0.000,n.a.
ANT_NRU,0.000,n.a.
ANT_NZL,0.000,n.a.
ANT_OMN,0.000,n.a.
ANT_PAK,0.000,n.a.
ANT_PAN,0.000,n.a.
ANT_PER,0.000,n.a.
ANT_PHL,0.000,n.a.
ANT_PLW,0.000,n.a.
