Composting,Anaerobically digested,Recycling / Reuse,Open pits, unmanaged,Managed disposal site,Open burning,Plastics,Textiles,Paper / cardboard,Rubber / leather,Nappies,Mixed / unknown composition
COM,AD,REC,PIT,MAN,BUR,PLT,TEX,PAP,RUB,NAP,
